customer_id,signup_date,age_band,address,city,email,loyalty_tier_id
CUS0287,2023-12-20,46+,144 Christina Harbor,Alexisville,reneestevenson@example.net,1
CUS0288,2023-11-23,18-25,3728 Matthew Corner,New Sarah,marymullins@example.com,1
CUS0289,2024-07-16,18-25,723 Brown Greens,North Garyfurt,vturner@example.net,1
CUS0290,2023-06-20,18-25,4286 Keith Union Suite 658,North Samanthastad,pbishop@example.com,1
CUS0291,2023-09-02,18-25,49673 April Springs Apt. 580,Port Carloschester,foxgina@example.com,1
CUS0292,2023-06-10,18-25,3009 Brian Ranch Apt. 911,Port Cassandrafurt,pauladominguez@example.com,1
CUS0293,2023-08-04,26-35,746 Scott Tunnel,West Kimberlyfurt,dcook@example.com,1
CUS0294,2024-11-28,18-25,71739 White Overpass Apt. 286,New Dawn,gbaldwin@example.org,1
CUS0295,2023-02-23,36-45,0720 Elizabeth Grove Apt. 569,New Jasminefort,ugraham@example.org,1
CUS0296,2024-01-30,36-45,7198 Cook Hollow,Brownland,amanda51@example.com,1
CUS0297,2024-07-09,36-45,328 Tammy Shore Apt. 461,Tommouth,donaldlee@example.net,1
CUS0298,2024-12-28,26-35,6184 Ferguson Village,Levytown,morganmatthew@example.net,1
CUS0299,2023-02-01,26-35,87829 Sandy Camp,South Desiree,nmeadows@example.org,3
CUS0300,2023-06-27,36-45,20417 Mary Circles,North Tylerbury,brockronald@example.net,1
CUS0301,2024-05-10,26-35,98253 Brittany Isle Apt. 142,Jacksonstad,samuelfrost@example.org,1
CUS0302,2023-04-08,46+,07100 Sara Squares Suite 672,East Danielle,ljenkins@example.net,1
CUS0303,2024-05-19,18-25,791 Bailey Avenue,East David,montgomerymichelle@example.net,1
CUS0304,2024-01-06,46+,340 Daniel Drive Suite 722,North Deannaport,ryancook@example.com,3
CUS0305,2023-02-01,36-45,220 Robertson Cliffs,Lake Sean,robert53@example.org,2
CUS0306,2023-08-27,46+,63631 Richards Center,Thomasmouth,paultaylor@example.net,1
CUS0307,2023-05-22,46+,3520 Juan Creek Suite 762,Jeffreyport,kristinelittle@example.net,1
CUS0308,2024-10-23,46+,68739 Hood Harbors,Lake Ronniebury,markriley@example.net,1
CUS0309,2024-11-21,26-35,0078 Ronald Lock,Pachecoville,fsimpson@example.net,1
CUS0310,2024-07-03,26-35,25431 Timothy Inlet Apt. 799,South Stevenberg,xlopez@example.net,1
CUS0311,2023-12-05,18-25,165 Kenneth Terrace,Helenside,kristinmiller@example.com,2
CUS0312,2024-06-21,46+,501 Diaz River,West Michaelside,castrokim@example.org,1
CUS0313,2024-12-17,26-35,179 Karen Trace,West Michael,wesley64@example.org,1
CUS0314,2023-02-16,36-45,7881 Mckinney Springs Suite 795,East Patriciamouth,millerrachael@example.com,1
CUS0315,2024-11-30,18-25,24127 Nancy Pike,West Robertside,thomasfisher@example.net,1
CUS0316,2024-04-15,36-45,10385 Lane Shoal Suite 798,Ellisshire,rachelparker@example.com,3
CUS0317,2023-06-15,26-35,0254 Huber River Apt. 842,Port Jean,evanwilson@example.com,1
CUS0318,2024-02-24,46+,5238 Elizabeth Key Apt. 578,New Kevin,sullivanvictor@example.org,1
CUS0319,2024-11-22,18-25,08854 Kemp Throughway Apt. 975,Lake Timothyton,ericawilson@example.org,1
CUS0320,2023-10-21,26-35,5150 Brandy Forges,Jamesland,frhodes@example.net,2
CUS0321,2023-10-15,26-35,9980 Sanders Stravenue Suite 565,West Michaelport,fsawyer@example.org,2
CUS0322,2024-06-15,36-45,674 Linda Manors Suite 299,East Jaredfort,carl96@example.org,1
CUS0323,2023-01-05,18-25,2879 James Village Suite 487,Port Margaretshire,troy73@example.org,1
CUS0324,2024-07-31,26-35,4714 White Spurs,North David,trevor19@example.net,1
CUS0325,2023-09-22,18-25,647 Nathaniel Street Apt. 429,East Luisberg,frank45@example.com,3
CUS0326,2024-04-09,46+,44818 Katie Falls Apt. 928,Moniqueport,gina51@example.net,2
CUS0327,2024-02-28,26-35,28457 Peterson Estates,East Ericbury,laurahansen@example.net,3
CUS0328,2024-08-29,26-35,7112 Timothy Inlet,Donmouth,gerald40@example.net,1
CUS0329,2024-08-17,36-45,23423 Tina Manors,North Andrewfort,gwilliams@example.org,1
CUS0330,2024-08-01,36-45,1401 Contreras Throughway,Port Davidborough,jackbell@example.org,1
CUS0331,2023-04-17,36-45,552 William Cliff Apt. 908,Lake James,george80@example.net,1
CUS0332,2023-03-14,46+,759 Scott Coves,Port Michael,gcoleman@example.org,1
CUS0333,2023-10-25,46+,71827 Bush Point Apt. 157,South Justinport,aperez@example.com,1
CUS0334,2024-12-20,36-45,17520 Powers Locks Suite 811,South Richard,figueroapatricia@example.org,2
CUS0335,2023-02-17,36-45,3961 Mary Stream,Ramirezshire,katelyn65@example.com,3
CUS0336,2024-05-01,18-25,8427 David Overpass Suite 320,Lake Brianland,lgregory@example.com,1
CUS0337,2024-03-17,26-35,49911 Sparks Flats Suite 778,Amyside,cisnerosanthony@example.com,1
CUS0338,2024-10-04,18-25,7567 Johnson Fall,Nicoleburgh,tjordan@example.net,2
CUS0339,2023-10-12,46+,788 Alvarez Walk,New Brian,troy69@example.net,1
CUS0340,2023-09-15,26-35,0090 Mary Keys Apt. 561,Reedstad,qbell@example.org,1
CUS0341,2023-06-30,46+,114 Matthew Brooks Suite 076,Adamsfort,odomnicholas@example.com,1
CUS0342,2023-08-24,26-35,1357 Jackson Hills,Taraborough,yreid@example.org,1
CUS0343,2024-09-05,36-45,4049 Ballard Road,Lake Meganville,joshua98@example.com,1
CUS0344,2023-11-08,46+,48468 Gonzalez Locks Suite 987,North Courtney,barbaralewis@example.net,1
CUS0345,2024-11-15,46+,896 Alexa Lakes Suite 232,Meganchester,michelle13@example.com,3
CUS0346,2023-07-14,36-45,249 Richard Crescent Apt. 303,Stevenside,chenderson@example.org,1
CUS0347,2023-04-27,46+,44820 Casey Centers,West Carolynland,qmosley@example.net,1
CUS0348,2024-10-08,18-25,231 Alejandra Village Suite 713,Port Lindsaymouth,vshaffer@example.org,1
CUS0349,2024-11-13,18-25,12347 King Radial,South Amandaville,amy73@example.com,1
CUS0350,2024-10-03,18-25,7540 Mckenzie Shore,Lake Samanthabury,angela45@example.net,3
CUS0351,2023-03-31,46+,6064 Davis View,West Jason,ruthwelch@example.net,2
CUS0352,2023-10-24,26-35,1776 Love Wells,Port Ethanview,bellcarrie@example.net,1
CUS0353,2024-06-22,26-35,002 Gibbs Dale Apt. 634,Barbaraville,johnreeves@example.net,1
CUS0354,2024-07-11,46+,7724 Grace Views Suite 431,Richardsonfurt,kduffy@example.org,1
CUS0355,2023-01-16,46+,931 Gonzalez Squares,North Richard,jburke@example.org,1
CUS0356,2024-11-30,18-25,108 Ayala Motorway,Wilsonborough,sophiali@example.com,1
CUS0357,2023-07-30,46+,2639 Wanda Haven Apt. 626,North Kelly,joe73@example.com,1
CUS0358,2024-03-01,36-45,07256 Jennifer Station Suite 941,New Brianmouth,thomasgomez@example.net,1
CUS0359,2024-11-16,36-45,48964 Lambert Curve,New Harryburgh,dconrad@example.org,1
CUS0360,2023-03-07,46+,41502 Savage Village Suite 564,Chloeview,ryan25@example.net,1
CUS0361,2024-12-27,26-35,703 Brian Falls,South Jorgemouth,fwilson@example.org,2
CUS0362,2023-11-19,18-25,7121 Davis Ways Suite 228,Annashire,brandybonilla@example.net,1
CUS0363,2024-07-13,26-35,1371 Johnson Springs,South Nathanielville,eric17@example.net,1
CUS0364,2024-04-26,36-45,490 Booker Shoal Suite 592,Port Brandon,marcus01@example.net,1
CUS0365,2024-11-25,36-45,64236 Andrew Fords Apt. 664,North Kenneth,tfitzgerald@example.net,2
CUS0366,2024-03-16,18-25,158 Tracy Loaf Suite 499,Davischester,christina66@example.org,2
CUS0367,2023-01-30,46+,3278 Kelly Mews Apt. 742,Lake Rebecca,alexandraphillips@example.org,1
CUS0368,2024-02-07,26-35,186 Davis Shore,Michaelshire,mackallen@example.net,1
CUS0369,2024-04-27,26-35,60164 Matthews Motorway,Hansonview,tammy23@example.org,3
CUS0370,2023-02-27,18-25,168 Adam Crescent Apt. 277,Meltonfort,christine95@example.net,1
CUS0371,2024-05-06,18-25,1220 Daniel Brook Apt. 037,Lake John,christophercarrillo@example.org,1
CUS0372,2023-12-13,46+,22777 Michelle Prairie,East Kenneth,awilliams@example.org,1
CUS0373,2024-04-05,46+,7998 Johnson Locks Suite 899,Hallton,hendersonleslie@example.org,1
CUS0374,2023-07-15,18-25,1795 Terry Brooks Apt. 437,Samuelhaven,brianacohen@example.net,1
CUS0375,2024-09-15,18-25,46657 Christy Haven Apt. 722,East Catherine,leonsherry@example.com,2
CUS0376,2023-08-10,46+,005 Kelly Estate,Port Michele,romanmatthew@example.org,1
CUS0377,2024-03-26,36-45,374 Glover Trafficway,Port Natalieview,melissarusso@example.net,1
CUS0378,2024-05-03,18-25,7119 Madison Canyon,East Crystalborough,eric47@example.net,1
CUS0379,2023-12-30,18-25,55213 Montes Trafficway,East Maryfort,justin21@example.com,2
CUS0380,2023-09-29,46+,3286 Devin Meadow Suite 678,Sherrymouth,kaylarobbins@example.net,1
CUS0381,2024-11-19,18-25,5626 Phillip Camp,New Brian,robert84@example.net,1
CUS0382,2024-06-26,36-45,48926 Schneider Plains Suite 563,Christopherside,peter28@example.net,1
CUS0383,2023-07-27,18-25,848 Sherman Estate,North Pamelaside,john46@example.net,2
CUS0384,2023-03-22,36-45,4851 Katherine Crossing,Evanstown,pmorgan@example.net,1
CUS0385,2024-12-22,26-35,4492 Stone Gateway,West Zacharyborough,shawn26@example.com,1
CUS0386,2023-03-01,46+,2737 Mike Pine,Chapmanhaven,lwiggins@example.com,1
CUS0387,2024-04-09,36-45,762 William Oval Suite 288,Lake Jasonfort,francissherry@example.com,3
CUS0388,2024-11-03,26-35,611 Armstrong Canyon,North Nathan,kevin70@example.org,1
CUS0389,2023-04-14,46+,44327 David Keys Apt. 067,Arielmouth,ualvarez@example.net,1
CUS0390,2023-04-07,36-45,777 Michelle Islands,Port Colleenchester,zhall@example.com,1
CUS0391,2024-01-30,26-35,412 Ashley Underpass Suite 818,East Stephanieside,bernardaimee@example.com,1
CUS0392,2024-01-02,18-25,82043 Maria Villages,Millerside,richard07@example.org,2
CUS0393,2023-09-06,36-45,0856 Davis Courts,West Douglas,kayla24@example.com,1
CUS0394,2024-05-10,46+,520 Kenneth Courts,Douglasmouth,nicholas10@example.org,1
CUS0395,2023-06-24,18-25,8861 Brown Mountain,Jonestown,bschultz@example.com,1
CUS0396,2024-02-09,46+,82496 Miller Roads,Port Tammy,amber23@example.net,1
CUS0397,2024-11-26,36-45,07942 Brian Orchard Suite 946,Meganborough,brandon89@example.org,3
CUS0398,2023-08-08,36-45,128 Johns Fords Suite 547,Johnmouth,jason95@example.org,1
CUS0399,2024-10-29,46+,097 Rachel Spring,South Angela,ifarmer@example.org,2
CUS0400,2024-07-28,36-45,071 Stanton Lane,Paultown,fordsharon@example.com,1
CUS0401,2023-01-07,46+,5319 Stokes Forges,South Tammy,campbellrebecca@example.net,1
CUS0402,2024-03-18,46+,61498 Jackson Fields,North Brianna,andersonsarah@example.org,1
CUS0403,2024-10-05,36-45,08948 Smith Meadow Apt. 566,Davidhaven,hsimpson@example.org,1
CUS0404,2024-10-07,18-25,46875 Philip Isle,New Lindseybury,prosario@example.org,2
CUS0405,2023-05-01,26-35,10760 Pittman Gateway Apt. 735,Port Matthewbury,parsonschristine@example.org,1
CUS0406,2024-04-01,26-35,00651 Bryan Unions,Brownchester,garciabrian@example.org,1
CUS0407,2023-08-04,36-45,1963 Shawn Mountain Suite 991,Debratown,lholmes@example.org,2
CUS0408,2023-03-20,18-25,193 Dana Glens,Robertmouth,johnrobles@example.org,1
CUS0409,2023-04-04,36-45,549 Dylan Inlet Suite 450,North John,hendersonjames@example.org,1
CUS0410,2024-04-12,36-45,53779 Christian Port,Christinachester,francis70@example.com,1
CUS0411,2023-06-10,18-25,337 John Street,Lindsayfurt,richardmckenzie@example.org,1
CUS0412,2023-09-22,46+,0812 Alexander Roads,Bradleytown,jamesthompson@example.com,1
CUS0413,2024-06-08,46+,323 Gregory Greens Apt. 026,West Sharonport,zallen@example.com,1
CUS0414,2024-04-27,18-25,112 Laura Fields Suite 559,Rowlandbury,hinesbrenda@example.net,1
CUS0415,2023-08-03,18-25,3042 Clark Common,Gibbsland,williampotter@example.net,1
CUS0416,2024-07-02,36-45,8725 Fox Orchard Suite 749,Littleshire,clarkpatricia@example.com,1
CUS0417,2024-09-22,18-25,46692 Scott Corner Apt. 147,Jerryton,vhunt@example.com,2
CUS0418,2023-11-26,46+,5754 Johnson Mills Apt. 415,West Meganhaven,hartmansara@example.org,1
CUS0419,2023-03-28,26-35,83535 Turner Via Suite 392,Alanport,lynn66@example.net,2
CUS0420,2024-07-07,26-35,8263 Jennifer Fords,Hallshire,dsharp@example.com,1
CUS0421,2024-08-01,26-35,66377 Nicholas Ports Apt. 407,Matthewchester,zjennings@example.net,1
CUS0422,2024-01-28,36-45,090 Eric Isle Suite 636,New Paulfort,murphysuzanne@example.net,1
CUS0423,2024-10-15,26-35,18209 Johnson Flat,South Justinbury,donna17@example.org,1
CUS0424,2023-09-27,46+,56621 Amanda Neck,South Stephanieborough,monicacollins@example.net,1
CUS0425,2024-04-30,36-45,949 Wayne Spur,Hilltown,seansummers@example.net,1
CUS0426,2024-08-12,18-25,777 Jo Heights Suite 546,South John,qellis@example.org,1
CUS0427,2024-05-24,26-35,0324 Estrada Cliff,South Robert,carneycharles@example.org,1
CUS0428,2024-01-04,46+,7243 Steven Cliffs Suite 656,South Benjamin,danny25@example.net,2
CUS0429,2024-06-30,26-35,1183 Taylor View Suite 220,East Kellyside,qjackson@example.org,1
CUS0430,2024-05-09,26-35,5230 Scott Causeway,South Hannahmouth,georgebrandon@example.com,1
CUS0431,2024-07-13,46+,3310 Johnson Bridge,Loriland,susandavis@example.net,1
CUS0432,2023-05-03,46+,68155 Colleen Plains,Mcmillanville,jasonkelly@example.org,1
CUS0433,2023-01-11,36-45,63731 Santos Land Apt. 136,Katrinafort,marquezkylie@example.net,2
CUS0434,2023-05-06,46+,562 Thompson Trace,Tiffanyfort,rogerscharlotte@example.net,1
CUS0435,2023-11-24,26-35,903 Christina Crossing,Joelchester,christinebrown@example.com,2
CUS0436,2023-12-31,26-35,63039 Stevenson Isle,West Lonnie,meyertiffany@example.net,1
CUS0437,2024-08-16,26-35,55338 Rebecca Shores,Port Grace,cathyjames@example.com,1
CUS0438,2023-05-14,36-45,71302 David Extensions,East William,thardy@example.org,3
CUS0439,2024-06-10,46+,2934 Ray Roads,West Michelle,xmiller@example.com,1
CUS0440,2023-10-03,26-35,6896 Lori Underpass Suite 066,Port Rebeccaport,angelathompson@example.com,3
CUS0441,2023-12-05,36-45,6897 Mathew Stravenue Suite 323,North Michellestad,asullivan@example.com,1
CUS0442,2024-12-09,46+,7491 Dyer Crossing Suite 923,Kruegerstad,xreid@example.net,2
CUS0443,2023-02-12,26-35,3370 Mccoy Springs Apt. 249,Blackburnberg,john92@example.org,1
CUS0444,2023-03-27,26-35,669 April Field,Martinchester,heather88@example.net,1
CUS0445,2024-10-09,18-25,611 Olsen Grove Apt. 640,Port Travis,jonesheather@example.net,1
CUS0446,2023-11-01,46+,622 Lopez Dale Apt. 728,South Ashleyborough,jamesbrady@example.org,3
CUS0447,2023-07-09,26-35,9121 Miller Crossing Suite 150,South Todd,smithjoseph@example.org,3
CUS0448,2024-04-30,36-45,38069 Frederick Mountains,Cassandramouth,evelyn55@example.org,1
CUS0449,2024-11-17,18-25,9055 Aaron Ways Suite 209,Port Alyssabury,shannon78@example.com,2
CUS0450,2024-04-26,46+,505 Tara Street,Ericabury,nross@example.org,2
CUS0451,2023-09-12,26-35,164 Jennifer Ways Apt. 271,Marisaside,cjackson@example.org,1
CUS0452,2023-12-18,26-35,32116 Ethan Islands,Mirandabury,elizabeth12@example.net,1
CUS0453,2024-04-07,26-35,53991 Bennett Stravenue Suite 863,West Darrell,rodriguezmatthew@example.net,1
CUS0454,2024-11-15,46+,525 Ray Alley,Bryanside,melaniewhitney@example.com,2
CUS0455,2024-07-17,46+,993 Randall Plain,Stewartport,vincentbryant@example.net,1
CUS0456,2023-07-26,46+,548 Joshua Vista,Welchborough,ycarter@example.org,1
CUS0457,2024-12-17,36-45,33027 Evans Via Apt. 086,Robertofort,katherine61@example.net,1
CUS0458,2024-06-14,18-25,386 David Terrace Apt. 472,South Heather,phyllis33@example.net,2
CUS0459,2023-05-23,26-35,9126 Shelton Extension,North Michaelfort,sierrawilson@example.net,1
CUS0460,2024-04-19,36-45,63013 Burns Spurs Apt. 617,Hillmouth,alexander11@example.org,1
CUS0461,2023-12-24,18-25,99974 Laura Falls,Washingtonchester,ashley15@example.org,1
CUS0462,2024-06-05,46+,0688 Brown Villages,Port Karenville,michelleneal@example.org,1
CUS0463,2024-02-09,36-45,02932 Anna Vista Apt. 118,Michaelside,rodneylandry@example.org,3
CUS0464,2023-07-01,46+,487 Barbara Square,Alexandrastad,haileybates@example.org,3
CUS0465,2023-06-23,18-25,43298 Brittany Harbors,Lake Cindy,piercejorge@example.net,1
CUS0466,2024-10-21,26-35,1462 Chad Street Suite 359,South Lorraine,victoria66@example.org,1
CUS0467,2024-12-04,46+,41818 Jones Route,West Reginaview,mistyperez@example.org,1
CUS0468,2023-03-13,26-35,1128 Chapman Valley,Davisstad,andrea91@example.org,1
CUS0469,2023-05-05,18-25,58896 Vargas Green Apt. 822,South Ashley,brian53@example.net,1
CUS0470,2024-03-20,36-45,75784 Cisneros Pike Apt. 414,Townsendland,jonesjohn@example.org,1
CUS0471,2023-05-01,18-25,48706 Timothy Passage,South Alexanderborough,kleinjacqueline@example.net,1
CUS0472,2023-09-09,26-35,728 Gregory Lakes,New Michael,hendersonnicholas@example.com,1
CUS0473,2024-12-08,36-45,381 Evans Hill Suite 309,Robinsonport,wallspatricia@example.com,1
CUS0474,2023-02-11,26-35,754 Rodriguez Keys,South Michael,jordanjames@example.net,1
CUS0475,2024-01-11,36-45,1702 Perez Locks,Kevinchester,amandaadams@example.com,1
CUS0476,2024-04-24,46+,25605 Daniel Haven Apt. 266,Rachelburgh,stacymoyer@example.com,1
CUS0477,2023-03-28,46+,725 Shaw Streets Suite 211,East Erichaven,saundersjoel@example.net,2
CUS0478,2024-08-28,36-45,067 Campbell Corner Suite 392,East Juan,linvirginia@example.org,1
CUS0479,2024-05-01,18-25,71892 Victoria Ramp Apt. 312,Johnsonborough,ronaldjensen@example.org,1
CUS0480,2024-09-22,36-45,8433 Simmons Circle Suite 041,Michaelstad,dwright@example.org,1
CUS0481,2023-01-30,26-35,534 Ramirez Rest,South Jackfort,matthew11@example.net,1
CUS0482,2023-01-10,26-35,5598 Allen Harbor,New Patrick,andersonjulia@example.org,3
CUS0483,2023-01-30,26-35,71189 Turner Mountains,New Jennifer,andersonrobert@example.net,1
CUS0484,2023-07-04,46+,7161 Barnes Parkway Apt. 294,West Brandon,bauerheather@example.net,1
CUS0485,2024-08-17,26-35,881 Samuel Pass Suite 866,Jamietown,ashleyvargas@example.org,3
CUS0486,2024-10-03,26-35,844 Kenneth Grove Apt. 230,West Benjamin,sheriramirez@example.org,2
CUS0487,2023-07-17,46+,338 Aaron Key,Markside,jennifer69@example.com,1
CUS0488,2023-08-25,26-35,053 Thompson Brook,Lake Juliefurt,molly98@example.org,1
CUS0489,2024-08-19,46+,4396 Sean Stream,Richardsonfort,crawfordstephen@example.org,1
CUS0490,2023-05-18,26-35,240 Martin Fall Suite 931,North Ronald,zstout@example.org,1
CUS0491,2024-06-12,18-25,091 Cruz Creek,Port Mariaton,johnmiller@example.org,1
CUS0492,2024-11-16,26-35,18513 Timothy Port,Ochoaport,timothy30@example.net,1
CUS0493,2024-05-20,26-35,01841 Thomas Fork,East Ronaldberg,diana36@example.net,1
CUS0494,2024-10-07,36-45,2131 Howard Ridges,Davidland,munozgregory@example.net,1
CUS0495,2023-09-02,46+,624 Bailey Cove,Sabrinastad,lisa10@example.org,1
CUS0496,2024-07-21,36-45,2677 Daniel Meadow,Duanemouth,huntercruz@example.com,1
CUS0497,2023-12-27,46+,695 Leah Shoal Apt. 668,Ryanfort,patrickcarpenter@example.com,1
CUS0498,2024-01-20,36-45,135 James Vista,West Angelaberg,brownmichael@example.org,1
CUS0499,2023-08-04,46+,633 Brian Dam,Lake Janefurt,hortonroger@example.org,1
CUS0500,2024-05-27,36-45,9202 Thomas Gardens,North Ashleychester,kathyharrison@example.org,1
